student_id,full_name,email,phone,age,grade,city,school,enrolled_course,join_date,last_active,xp_points,lessons_completed,streak_days,quizzes_attempted,quiz_avg_score,badge,island_level,subscription_plan,referral_code
LK0123,Sakshi Dubey,sakshi.dubey26@gmail.com,9303907838,13,6th,Mumbai,The Shri Ram School,MERN Stack Basics - Batch 8,2024-01-29,2025-06-04,2102,57,96,37,48.7,Innovator,2,Free,LKSA8807
LK0124,Avni Malhotra,avni.malhotra35@gmail.com,9122752397,11,7th,Gurugram,Springdales School,MERN Stack Basics - Batch 7,2024-11-28,2025-05-17,3466,47,81,24,35.8,Beginner,8,Free,LKAV5937
LK0125,Sneha Iyer,sneha.iyer20@gmail.com,9940933855,12,6th,Noida,The Shri Ram School,MERN Stack Basics - Batch 6,2024-04-22,2025-01-30,1044,51,52,46,63.0,Beginner,7,Free,LKSN3067
LK0126,Dhruv Malhotra,dhruv.malhotra29@gmail.com,9344967682,12,7th,Indore,Delhi Public School,MERN Stack Basics - Batch 6,2024-05-24,2025-05-18,1557,65,75,7,62.0,Beginner,9,Free,LKDH5642
LK0127,Dhruv Bhatia,dhruv.bhatia66@gmail.com,9333575668,14,7th,Hyderabad,DAV Public School,MERN Stack Basics - Batch 8,2025-03-10,2025-03-19,1814,34,107,50,99.0,Explorer,10,Free,LKDH4526
LK0128,Swati Shukla,swati.shukla42@gmail.com,9460386894,14,6th,Chandigarh,Amity International School,MERN Stack Basics - Batch 8,2024-02-26,2025-01-28,1399,20,65,27,78.9,Explorer,8,Free,LKSW3456
LK0129,Vivaan Srivastava,vivaan.srivastava27@gmail.com,9472119007,14,8th,Bhopal,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2025-05-08,2025-02-11,3402,8,48,9,49.5,Beginner,7,Pro,LKVI2956
LK0130,Aarohi Kapoor,aarohi.kapoor39@gmail.com,9609276123,12,7th,Gurugram,Modern School,MERN Stack Basics - Batch 6,2024-09-15,2025-06-13,1281,65,113,9,44.1,Innovator,3,Free,LKAA8203
LK0131,Ritvik Shukla,ritvik.shukla71@gmail.com,9738591626,11,6th,Delhi,Delhi Public School,MERN Stack Basics - Batch 8,2024-05-03,2025-04-29,3975,57,31,34,47.0,Beginner,9,Free,LKRI9591
LK0132,Mohit Bhatia,mohit.bhatia18@gmail.com,9126612921,14,7th,Chandigarh,Amity International School,MERN Stack Basics - Batch 6,2025-03-25,2025-06-19,4369,38,11,14,63.4,Explorer,10,Pro,LKMO8030
LK0133,Harshit Mehta,harshit.mehta35@gmail.com,9214744699,14,8th,Ahmedabad,Bal Bharati Public School,MERN Stack Basics - Batch 8,2025-05-03,2025-05-03,1215,9,21,33,74.0,Innovator,9,Free,LKHA7159
LK0134,Muskan Verma,muskan.verma44@gmail.com,9793941349,14,8th,Bhopal,St. Xavier's School,MERN Stack Basics - Batch 7,2024-02-13,2025-04-09,3648,26,70,49,79.3,Champion,9,Free,LKMU6513
LK0135,Sneha Bhatia,sneha.bhatia34@gmail.com,9616111100,12,8th,Ahmedabad,St. Xavier's School,MERN Stack Basics - Batch 7,2024-09-18,2025-03-03,1387,16,96,24,79.2,Explorer,10,Free,LKSN7554
LK0136,Neha Desai,neha.desai29@gmail.com,9158376879,11,8th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 7,2025-05-04,2025-06-23,3102,60,11,13,57.2,Beginner,3,Pro,LKNE1723
LK0137,Diya Choudhary,diya.choudhary52@gmail.com,9917419489,12,7th,Mumbai,Springdales School,MERN Stack Basics - Batch 7,2024-03-25,2025-04-26,4777,36,75,25,99.2,Champion,7,Basic,LKDI3953
LK0138,Sneha Nair,sneha.nair89@gmail.com,9645547377,11,6th,Bangalore,St. Xavier's School,MERN Stack Basics - Batch 8,2025-03-15,2025-02-04,1171,30,2,35,36.6,Beginner,9,Basic,LKSN1935
LK0139,Aman Iyer,aman.iyer66@gmail.com,9769633598,11,6th,Bhopal,Delhi Public School,MERN Stack Basics - Batch 8,2024-03-12,2025-03-30,4638,30,42,4,68.7,Innovator,5,Basic,LKAM9794
LK0140,Kunal Shukla,kunal.shukla62@gmail.com,9374076978,13,7th,Jaipur,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2024-05-02,2025-02-04,4362,9,48,47,47.5,Champion,9,Free,LKKU5239
LK0141,Shreya Patel,shreya.patel44@gmail.com,9670339843,12,7th,Delhi,St. Xavier's School,MERN Stack Basics - Batch 7,2024-03-21,2025-03-20,1435,66,58,38,99.3,Champion,4,Basic,LKSH9142
LK0142,Vikram Kumar,vikram.kumar65@gmail.com,9891010325,12,7th,Jaipur,Springdales School,MERN Stack Basics - Batch 8,2024-10-25,2025-02-27,939,13,33,34,36.3,Builder,2,Basic,LKVI4702
LK0143,Aarav Choudhary,aarav.choudhary45@gmail.com,9266956173,13,8th,Pune,Amity International School,MERN Stack Basics - Batch 8,2025-01-24,2025-04-06,501,39,91,2,40.6,Innovator,1,Free,LKAA4497
LK0144,Mohit Mishra,mohit.mishra79@gmail.com,9199349496,13,6th,Delhi,Bal Bharati Public School,MERN Stack Basics - Batch 6,2025-03-03,2025-02-23,1899,46,33,13,60.2,Explorer,9,Free,LKMO2982
LK0145,Ishaan Singh,ishaan.singh79@gmail.com,9899145614,12,7th,Jaipur,Delhi Public School,MERN Stack Basics - Batch 6,2025-02-09,2025-05-21,1853,76,48,11,94.0,Beginner,6,Free,LKIS4603
LK0146,Pranav Joshi,pranav.joshi22@gmail.com,9773963947,14,7th,Bangalore,Springdales School,MERN Stack Basics - Batch 6,2025-04-09,2025-04-19,3245,74,80,48,80.1,Innovator,8,Free,LKPR5902
LK0147,Dev Yadav,dev.yadav51@gmail.com,9320444251,12,8th,Noida,DAV Public School,MERN Stack Basics - Batch 7,2024-03-16,2025-03-03,2683,38,66,47,51.7,Innovator,6,Pro,LKDE6422
LK0148,Riya Rao,riya.rao31@gmail.com,9715397118,13,7th,Pune,Springdales School,MERN Stack Basics - Batch 7,2025-05-01,2025-06-22,2500,79,113,43,32.0,Builder,8,Free,LKRI6910
LK0149,Aisha Mishra,aisha.mishra71@gmail.com,9721456744,13,6th,Delhi,Springdales School,MERN Stack Basics - Batch 8,2024-02-17,2025-03-12,3011,10,73,30,84.4,Beginner,10,Basic,LKAI8228
LK0150,Diya Srivastava,diya.srivastava55@gmail.com,9735773029,14,6th,Jaipur,Bal Bharati Public School,MERN Stack Basics - Batch 6,2024-06-28,2025-04-20,4748,4,103,24,39.7,Innovator,4,Pro,LKDI7432
LK0151,Aarav Srivastava,aarav.srivastava81@gmail.com,9325909477,14,8th,Pune,DAV Public School,MERN Stack Basics - Batch 6,2024-05-22,2025-03-27,4411,44,107,14,79.5,Beginner,4,Basic,LKAA6097
LK0152,Kabir Kumar,kabir.kumar13@gmail.com,9652597346,13,7th,Chandigarh,Delhi Public School,MERN Stack Basics - Batch 6,2024-12-05,2025-05-06,1452,20,7,47,56.3,Champion,1,Free,LKKA4226
LK0153,Mehak Tiwari,mehak.tiwari70@gmail.com,9794012900,14,8th,Chandigarh,DAV Public School,MERN Stack Basics - Batch 8,2024-06-13,2025-04-07,2289,21,9,4,91.7,Explorer,2,Free,LKME1923
LK0154,Pranav Pandey,pranav.pandey32@gmail.com,9706809905,13,6th,Hyderabad,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-10-24,2025-04-05,4678,4,75,39,40.8,Innovator,2,Basic,LKPR5723
LK0155,Simran Kumar,simran.kumar38@gmail.com,9927850328,12,7th,Noida,Delhi Public School,MERN Stack Basics - Batch 8,2024-10-29,2025-02-25,1647,24,89,14,60.6,Beginner,10,Basic,LKSI2569
LK0156,Sakshi Joshi,sakshi.joshi54@gmail.com,9734469007,11,6th,Bangalore,St. Xavier's School,MERN Stack Basics - Batch 6,2024-04-01,2025-01-10,1924,17,34,18,73.5,Coder,7,Basic,LKSA3732
LK0157,Tanvi Kapoor,tanvi.kapoor30@gmail.com,9420223863,12,8th,Noida,Modern School,MERN Stack Basics - Batch 8,2024-08-09,2025-02-14,4725,1,14,20,63.1,Coder,2,Free,LKTA1757
LK0158,Arnav Patel,arnav.patel71@gmail.com,9368268918,14,6th,Lucknow,Springdales School,MERN Stack Basics - Batch 6,2024-06-19,2025-06-28,3977,60,29,12,72.9,Builder,6,Free,LKAR5499
LK0159,Kunal Malhotra,kunal.malhotra75@gmail.com,9173728677,12,8th,Lucknow,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2025-03-17,2025-02-24,1416,6,73,18,49.7,Explorer,4,Pro,LKKU6498
LK0160,Riya Desai,riya.desai20@gmail.com,9660548101,14,8th,Mumbai,The Shri Ram School,MERN Stack Basics - Batch 8,2024-07-05,2025-06-09,342,27,42,21,52.7,Explorer,6,Basic,LKRI7225
LK0161,Reyansh Singh,reyansh.singh41@gmail.com,9422856845,11,7th,Lucknow,The Shri Ram School,MERN Stack Basics - Batch 8,2024-10-19,2025-03-25,4133,38,37,37,46.5,Champion,8,Pro,LKRE4948
LK0162,Riya Pandey,riya.pandey75@gmail.com,9148252536,14,7th,Hyderabad,Bal Bharati Public School,MERN Stack Basics - Batch 7,2024-10-26,2025-04-28,3971,68,89,34,64.0,Beginner,3,Free,LKRI3584
LK0163,Sakshi Dubey,sakshi.dubey31@gmail.com,9619458247,11,7th,Noida,Bal Bharati Public School,MERN Stack Basics - Batch 8,2024-12-02,2025-05-31,4128,48,87,40,98.0,Explorer,10,Basic,LKSA7060
LK0164,Rahul Nair,rahul.nair20@gmail.com,9208929405,14,6th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 6,2024-08-07,2025-05-10,3192,7,100,16,80.9,Coder,1,Pro,LKRA4305
LK0165,Aarush Saxena,aarush.saxena48@gmail.com,9872585027,12,6th,Hyderabad,Modern School,MERN Stack Basics - Batch 6,2024-03-30,2025-06-06,4059,58,16,34,48.5,Beginner,7,Free,LKAA8208
LK0166,Pallavi Chauhan,pallavi.chauhan56@gmail.com,9141520419,13,8th,Bangalore,Delhi Public School,MERN Stack Basics - Batch 7,2024-12-25,2025-06-07,2385,43,6,9,45.3,Coder,6,Free,LKPA5998
LK0167,Kunal Bhatia,kunal.bhatia93@gmail.com,9629425078,11,6th,Kolkata,Delhi Public School,MERN Stack Basics - Batch 7,2025-05-26,2025-03-20,479,79,58,4,71.4,Innovator,7,Basic,LKKU7783
LK0168,Muskan Pandey,muskan.pandey84@gmail.com,9409304815,11,7th,Ahmedabad,Springdales School,MERN Stack Basics - Batch 6,2025-02-20,2025-05-04,2820,42,58,44,97.6,Champion,6,Basic,LKMU2688
LK0169,Muskan Mehta,muskan.mehta34@gmail.com,9108129302,13,6th,Bhopal,Springdales School,MERN Stack Basics - Batch 7,2025-01-01,2025-02-03,2962,4,13,22,99.0,Beginner,6,Basic,LKMU1808
LK0170,Reyansh Shukla,reyansh.shukla91@gmail.com,9287133751,11,8th,Chandigarh,DAV Public School,MERN Stack Basics - Batch 7,2024-09-03,2025-06-23,3634,75,117,5,92.9,Coder,4,Basic,LKRE3714
LK0171,Divya Mehta,divya.mehta89@gmail.com,9316282305,14,7th,Chennai,Ryan International School,MERN Stack Basics - Batch 7,2025-03-20,2025-01-26,4860,10,12,15,43.4,Champion,10,Free,LKDI6443
LK0172,Parth Dubey,parth.dubey22@gmail.com,9301909208,11,8th,Lucknow,Delhi Public School,MERN Stack Basics - Batch 6,2024-05-24,2025-01-30,4354,47,102,40,36.8,Champion,5,Basic,LKPA9171
LK0173,Ritvik Mishra,ritvik.mishra67@gmail.com,9637233750,13,8th,Bhopal,Modern School,MERN Stack Basics - Batch 8,2024-12-13,2025-03-21,1270,5,33,23,65.6,Champion,3,Basic,LKRI7654
LK0174,Dev Iyer,dev.iyer82@gmail.com,9831054032,14,6th,Bangalore,St. Xavier's School,MERN Stack Basics - Batch 8,2024-11-06,2025-01-13,4815,27,48,31,93.2,Innovator,6,Basic,LKDE2682
LK0175,Sanya Srivastava,sanya.srivastava81@gmail.com,9863377922,14,6th,Noida,Delhi Public School,MERN Stack Basics - Batch 8,2024-05-02,2025-06-12,98,15,92,12,86.8,Innovator,5,Free,LKSA7242
LK0176,Rohan Gupta,rohan.gupta13@gmail.com,9176106795,13,6th,Ahmedabad,Amity International School,MERN Stack Basics - Batch 7,2024-03-04,2025-04-29,1776,75,119,47,83.3,Innovator,3,Basic,LKRO6161
LK0177,Divya Malhotra,divya.malhotra42@gmail.com,9264981135,14,8th,Hyderabad,Amity International School,MERN Stack Basics - Batch 6,2024-01-13,2025-06-11,3333,45,6,5,39.5,Champion,8,Basic,LKDI8619
LK0178,Riya Patel,riya.patel16@gmail.com,9160797780,11,8th,Mumbai,Springdales School,MERN Stack Basics - Batch 7,2024-06-16,2025-06-19,3541,38,28,48,65.2,Champion,6,Free,LKRI4478
LK0179,Ritvik Saxena,ritvik.saxena78@gmail.com,9493079130,12,6th,Jaipur,The Shri Ram School,MERN Stack Basics - Batch 8,2025-01-08,2025-02-04,3100,75,86,44,65.4,Explorer,9,Basic,LKRI1035
LK0180,Rohan Shukla,rohan.shukla17@gmail.com,9567997081,11,7th,Kolkata,Springdales School,MERN Stack Basics - Batch 8,2025-03-15,2025-04-22,2254,74,95,39,85.3,Explorer,5,Pro,LKRO5212
LK0181,Aarohi Tiwari,aarohi.tiwari62@gmail.com,9825620149,12,7th,Ahmedabad,Springdales School,MERN Stack Basics - Batch 7,2024-12-23,2025-01-03,4248,76,59,8,53.2,Builder,10,Free,LKAA2776
LK0182,Lakshay Choudhary,lakshay.choudhary24@gmail.com,9282401771,14,7th,Kolkata,St. Xavier's School,MERN Stack Basics - Batch 8,2024-06-18,2025-05-31,4109,72,117,18,89.8,Builder,7,Free,LKLA4310
LK0183,Vivaan Mehta,vivaan.mehta37@gmail.com,9305734878,12,6th,Bhopal,St. Xavier's School,MERN Stack Basics - Batch 8,2025-05-25,2025-05-11,4553,76,22,17,53.0,Champion,1,Pro,LKVI9808
LK0184,Kritika Rao,kritika.rao33@gmail.com,9710635317,13,6th,Bangalore,Springdales School,MERN Stack Basics - Batch 8,2024-05-12,2025-06-20,2998,67,16,25,33.9,Innovator,10,Free,LKKR9140
LK0185,Lakshay Patel,lakshay.patel87@gmail.com,9985281399,13,6th,Pune,Springdales School,MERN Stack Basics - Batch 8,2024-10-11,2025-01-12,2829,27,0,33,59.7,Builder,1,Free,LKLA8983
LK0186,Siddharth Desai,siddharth.desai89@gmail.com,9755890873,14,8th,Chennai,Amity International School,MERN Stack Basics - Batch 6,2025-01-26,2025-05-07,2376,71,11,47,83.1,Explorer,3,Free,LKSI3057
LK0187,Lakshay Patel,lakshay.patel89@gmail.com,9518916974,13,6th,Chandigarh,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2024-12-31,2025-01-10,3260,34,17,19,65.2,Beginner,1,Pro,LKLA6818
LK0188,Shreya Singh,shreya.singh60@gmail.com,9740694090,13,7th,Pune,Springdales School,MERN Stack Basics - Batch 8,2024-08-20,2025-01-26,3022,49,64,38,84.4,Coder,5,Free,LKSH2094
LK0189,Advait Desai,advait.desai10@gmail.com,9790229422,11,6th,Kolkata,The Shri Ram School,MERN Stack Basics - Batch 6,2024-02-25,2025-01-27,4298,52,35,1,39.9,Innovator,7,Basic,LKAD2905
LK0190,Vikram Tiwari,vikram.tiwari17@gmail.com,9545895441,11,7th,Bhopal,Delhi Public School,MERN Stack Basics - Batch 6,2025-02-11,2025-01-27,3972,43,58,45,45.2,Innovator,1,Free,LKVI3663
LK0191,Arjun Mishra,arjun.mishra97@gmail.com,9729427223,14,7th,Lucknow,St. Xavier's School,MERN Stack Basics - Batch 7,2024-04-27,2025-06-14,4468,11,42,33,97.4,Explorer,3,Free,LKAR1831
LK0192,Pranav Mehta,pranav.mehta60@gmail.com,9958922077,11,8th,Chennai,Springdales School,MERN Stack Basics - Batch 7,2025-01-30,2025-02-21,786,33,4,39,49.1,Explorer,5,Basic,LKPR1074
LK0193,Rahul Kapoor,rahul.kapoor31@gmail.com,9722535157,13,8th,Noida,Amity International School,MERN Stack Basics - Batch 6,2024-07-08,2025-06-21,323,70,112,34,71.9,Builder,4,Free,LKRA6812
LK0194,Kavya Srivastava,kavya.srivastava56@gmail.com,9975098033,14,7th,Indore,Amity International School,MERN Stack Basics - Batch 8,2024-04-08,2025-01-04,2940,5,106,38,85.7,Explorer,10,Free,LKKA7582
LK0195,Aryan Singh,aryan.singh80@gmail.com,9528593018,14,6th,Kolkata,Amity International School,MERN Stack Basics - Batch 8,2024-06-10,2025-02-18,3455,1,31,48,67.3,Builder,8,Basic,LKAR9077
LK0196,Sai Chauhan,sai.chauhan58@gmail.com,9914917494,12,8th,Kolkata,Ryan International School,MERN Stack Basics - Batch 7,2024-01-28,2025-05-18,3263,54,38,27,89.1,Coder,5,Free,LKSA7213
LK0197,Ananya Khanna,ananya.khanna18@gmail.com,9940453141,14,6th,Lucknow,Springdales School,MERN Stack Basics - Batch 8,2024-01-21,2025-04-12,214,61,84,0,65.6,Builder,8,Free,LKAN9489
LK0198,Vikram Choudhary,vikram.choudhary54@gmail.com,9130096653,14,8th,Bhopal,The Shri Ram School,MERN Stack Basics - Batch 6,2024-02-27,2025-02-16,4283,23,38,10,39.1,Innovator,3,Free,LKVI9349
LK0199,Kabir Shukla,kabir.shukla89@gmail.com,9924461933,13,8th,Chandigarh,Modern School,MERN Stack Basics - Batch 8,2024-06-12,2025-04-10,4667,71,97,6,42.0,Champion,4,Free,LKKA5447
LK0200,Aisha Bajaj,aisha.bajaj27@gmail.com,9301057242,13,6th,Noida,Delhi Public School,MERN Stack Basics - Batch 7,2024-10-28,2025-03-09,4118,22,2,8,51.3,Beginner,8,Basic,LKAI1554
LK0201,Arnav Singh,arnav.singh65@gmail.com,9718731769,14,8th,Bhopal,Bal Bharati Public School,MERN Stack Basics - Batch 8,2024-02-19,2025-01-19,3016,59,30,35,70.8,Builder,1,Basic,LKAR7925
LK0202,Aarush Rastogi,aarush.rastogi47@gmail.com,9287496770,13,6th,Bangalore,St. Xavier's School,MERN Stack Basics - Batch 6,2024-11-01,2025-04-05,4817,79,10,12,70.6,Explorer,1,Basic,LKAA9708
LK0203,Diya Iyer,diya.iyer74@gmail.com,9346956645,14,7th,Gurugram,Ryan International School,MERN Stack Basics - Batch 6,2025-04-18,2025-06-03,4331,59,57,37,49.9,Coder,9,Free,LKDI7840
LK0204,Kabir Reddy,kabir.reddy48@gmail.com,9650536772,14,7th,Chennai,DAV Public School,MERN Stack Basics - Batch 8,2024-05-29,2025-04-22,1487,70,29,49,73.2,Coder,2,Free,LKKA4579
LK0205,Darsh Sharma,darsh.sharma33@gmail.com,9271580675,12,7th,Chandigarh,Amity International School,MERN Stack Basics - Batch 7,2024-04-10,2025-05-03,930,68,114,45,54.3,Builder,6,Basic,LKDA6533
LK0206,Reyansh Rastogi,reyansh.rastogi93@gmail.com,9999794808,12,7th,Hyderabad,Springdales School,MERN Stack Basics - Batch 6,2024-11-15,2025-01-25,1440,67,6,42,89.5,Champion,7,Free,LKRE9034
LK0207,Divya Kumar,divya.kumar16@gmail.com,9854858064,13,7th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 8,2025-04-25,2025-05-11,3549,37,42,37,66.6,Builder,3,Free,LKDI7136
LK0208,Kiara Sharma,kiara.sharma36@gmail.com,9984493732,13,6th,Bhopal,Springdales School,MERN Stack Basics - Batch 6,2024-03-13,2025-01-22,138,15,0,26,48.5,Explorer,5,Free,LKKI2758
LK0209,Ananya Pandey,ananya.pandey27@gmail.com,9167846126,11,8th,Pune,DAV Public School,MERN Stack Basics - Batch 7,2024-08-20,2025-02-20,3113,51,82,50,47.5,Champion,10,Basic,LKAN3225
LK0210,Priya Pandey,priya.pandey67@gmail.com,9644533953,14,7th,Mumbai,Springdales School,MERN Stack Basics - Batch 8,2025-05-06,2025-03-19,1640,30,4,42,73.7,Beginner,8,Basic,LKPR4794
LK0211,Diya Patel,diya.patel19@gmail.com,9529890436,11,6th,Bhopal,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2025-03-26,2025-01-26,3755,48,17,11,98.8,Beginner,8,Free,LKDI9277
LK0212,Vihaan Saxena,vihaan.saxena14@gmail.com,9966568490,11,7th,Chandigarh,St. Xavier's School,MERN Stack Basics - Batch 7,2025-05-16,2025-04-23,2712,54,82,19,49.2,Coder,6,Basic,LKVI2510
LK0213,Kunal Malhotra,kunal.malhotra82@gmail.com,9810687534,14,7th,Jaipur,The Shri Ram School,MERN Stack Basics - Batch 6,2024-03-07,2025-01-16,2783,48,91,46,34.5,Coder,9,Basic,LKKU9050
LK0214,Pallavi Malhotra,pallavi.malhotra11@gmail.com,9628472860,13,7th,Jaipur,Springdales School,MERN Stack Basics - Batch 8,2025-01-13,2025-01-05,1151,38,19,29,78.7,Beginner,2,Free,LKPA4487
LK0215,Nisha Bajaj,nisha.bajaj71@gmail.com,9757193510,11,8th,Pune,St. Xavier's School,MERN Stack Basics - Batch 6,2024-08-26,2025-05-04,4139,45,2,1,38.1,Explorer,1,Basic,LKNI4815
LK0216,Darsh Joshi,darsh.joshi50@gmail.com,9551964720,11,8th,Pune,The Shri Ram School,MERN Stack Basics - Batch 6,2025-04-17,2025-05-04,3079,64,25,48,91.5,Beginner,9,Free,LKDA3500
LK0217,Sai Rao,sai.rao89@gmail.com,9979801334,12,8th,Noida,St. Xavier's School,MERN Stack Basics - Batch 7,2025-01-20,2025-02-11,3870,38,18,37,42.3,Beginner,8,Free,LKSA6728
LK0218,Atharv Shukla,atharv.shukla76@gmail.com,9147899618,14,7th,Kolkata,Ryan International School,MERN Stack Basics - Batch 8,2024-07-26,2025-03-17,2796,61,42,4,72.1,Beginner,6,Free,LKAT6046
LK0219,Dhruv Choudhary,dhruv.choudhary94@gmail.com,9360231190,11,8th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 7,2025-03-11,2025-06-08,2239,69,37,23,67.1,Champion,6,Basic,LKDH9996
LK0220,Mohit Desai,mohit.desai31@gmail.com,9192311624,12,6th,Mumbai,Springdales School,MERN Stack Basics - Batch 8,2024-08-01,2025-04-19,4684,17,23,5,55.6,Innovator,4,Basic,LKMO6433
LK0221,Nisha Dubey,nisha.dubey27@gmail.com,9290864571,11,6th,Chennai,Bal Bharati Public School,MERN Stack Basics - Batch 7,2024-07-25,2025-04-27,4661,53,99,37,53.2,Coder,10,Free,LKNI4415
LK0222,Ishaan Tiwari,ishaan.tiwari73@gmail.com,9829746457,14,6th,Chandigarh,DAV Public School,MERN Stack Basics - Batch 6,2024-07-28,2025-02-04,602,27,51,8,78.8,Beginner,3,Free,LKIS6434
LK0223,Kavya Mishra,kavya.mishra35@gmail.com,9294897094,11,7th,Mumbai,Amity International School,MERN Stack Basics - Batch 6,2024-04-19,2025-05-10,3220,62,103,49,92.7,Champion,9,Free,LKKA8263
LK0224,Vedant Choudhary,vedant.choudhary91@gmail.com,9581395588,14,7th,Lucknow,Springdales School,MERN Stack Basics - Batch 6,2024-08-27,2025-01-18,56,32,105,7,36.6,Innovator,9,Free,LKVE7790
LK0225,Navya Tiwari,navya.tiwari89@gmail.com,9410787730,12,8th,Bhopal,DAV Public School,MERN Stack Basics - Batch 6,2025-04-07,2025-05-13,2757,12,1,16,53.4,Builder,8,Free,LKNA7171
LK0226,Pooja Joshi,pooja.joshi38@gmail.com,9358442244,12,8th,Hyderabad,Delhi Public School,MERN Stack Basics - Batch 7,2024-12-21,2025-05-01,664,53,117,49,77.4,Explorer,10,Free,LKPO2035
LK0227,Rajan Bhatia,rajan.bhatia19@gmail.com,9224812245,13,8th,Kolkata,Bal Bharati Public School,MERN Stack Basics - Batch 8,2025-01-22,2025-01-15,3771,18,97,9,68.7,Champion,1,Pro,LKRA3448
LK0228,Arnav Gupta,arnav.gupta27@gmail.com,9538794550,13,6th,Mumbai,Ryan International School,MERN Stack Basics - Batch 6,2025-05-07,2025-05-25,3996,73,62,40,59.6,Explorer,2,Basic,LKAR9734
LK0229,Vivaan Pandey,vivaan.pandey25@gmail.com,9818458614,13,8th,Ahmedabad,Ryan International School,MERN Stack Basics - Batch 8,2024-01-18,2025-02-05,3227,25,107,16,92.1,Explorer,7,Basic,LKVI5953
LK0230,Simran Singh,simran.singh40@gmail.com,9320494031,14,7th,Kolkata,Ryan International School,MERN Stack Basics - Batch 6,2024-08-25,2025-05-23,2148,73,119,18,97.1,Beginner,7,Free,LKSI9542
LK0231,Vihaan Kumar,vihaan.kumar81@gmail.com,9239003456,11,8th,Noida,Delhi Public School,MERN Stack Basics - Batch 6,2024-01-03,2025-06-23,4479,39,18,2,78.9,Builder,1,Basic,LKVI8522
LK0232,Diya Reddy,diya.reddy67@gmail.com,9700322351,11,8th,Indore,Delhi Public School,MERN Stack Basics - Batch 7,2024-10-06,2025-02-21,29,50,35,7,90.2,Champion,10,Basic,LKDI9632
LK0233,Kabir Gupta,kabir.gupta96@gmail.com,9363518785,12,7th,Noida,St. Xavier's School,MERN Stack Basics - Batch 7,2024-01-17,2025-05-31,1176,16,91,40,70.1,Innovator,5,Free,LKKA4300
LK0234,Parth Rastogi,parth.rastogi69@gmail.com,9826116510,11,6th,Jaipur,Ryan International School,MERN Stack Basics - Batch 8,2025-04-04,2025-05-28,2016,24,70,19,47.0,Coder,9,Basic,LKPA3867
LK0235,Kritika Malhotra,kritika.malhotra44@gmail.com,9326258500,12,7th,Hyderabad,St. Xavier's School,MERN Stack Basics - Batch 7,2025-01-07,2025-03-03,1299,76,94,47,30.6,Coder,6,Free,LKKR3928
LK0236,Reyansh Dubey,reyansh.dubey92@gmail.com,9238606972,14,7th,Indore,DAV Public School,MERN Stack Basics - Batch 7,2024-05-25,2025-06-12,1636,57,15,24,53.8,Beginner,2,Free,LKRE7465
LK0237,Dhruv Saxena,dhruv.saxena75@gmail.com,9223045492,12,7th,Gurugram,Springdales School,MERN Stack Basics - Batch 6,2025-02-27,2025-04-03,1326,62,19,3,91.4,Innovator,3,Pro,LKDH7956
LK0238,Aryan Srivastava,aryan.srivastava91@gmail.com,9734827461,14,8th,Pune,Delhi Public School,MERN Stack Basics - Batch 6,2024-04-04,2025-01-24,3660,62,48,28,32.8,Coder,9,Free,LKAR2780
LK0239,Arjun Saxena,arjun.saxena40@gmail.com,9731027333,12,6th,Mumbai,Bal Bharati Public School,MERN Stack Basics - Batch 7,2025-05-17,2025-06-02,4540,39,63,44,68.4,Explorer,3,Pro,LKAR9430
LK0240,Yash Choudhary,yash.choudhary28@gmail.com,9679583388,14,6th,Delhi,The Shri Ram School,MERN Stack Basics - Batch 8,2024-05-18,2025-03-19,2127,39,78,9,89.6,Champion,1,Free,LKYA8265
LK0241,Sai Patel,sai.patel66@gmail.com,9356567812,14,6th,Hyderabad,DAV Public School,MERN Stack Basics - Batch 8,2024-01-24,2025-02-19,2654,53,50,22,48.3,Coder,3,Free,LKSA7249
LK0242,Priya Joshi,priya.joshi78@gmail.com,9388054024,11,6th,Chandigarh,Springdales School,MERN Stack Basics - Batch 6,2024-11-04,2025-04-21,2850,14,68,13,82.0,Builder,1,Basic,LKPR8766
LK0243,Ruchika Sharma,ruchika.sharma79@gmail.com,9764257418,12,7th,Noida,Amity International School,MERN Stack Basics - Batch 7,2024-01-06,2025-03-15,3956,57,60,24,36.1,Coder,10,Free,LKRU4586
LK0244,Neha Khanna,neha.khanna68@gmail.com,9837882521,11,7th,Mumbai,Modern School,MERN Stack Basics - Batch 7,2024-07-16,2025-05-08,1137,9,67,1,44.7,Innovator,10,Basic,LKNE8965
LK0245,Ishaan Agarwal,ishaan.agarwal27@gmail.com,9286795283,13,8th,Kolkata,DAV Public School,MERN Stack Basics - Batch 8,2025-05-01,2025-03-26,2531,49,68,14,71.5,Innovator,10,Free,LKIS9387
